,#,Artist,Listeners,Daily +/-,Peak,PkListeners
0,1,Bruno Mars,119341702,-32580,1,151079821
1,2,The Weeknd,114516441,-219318,1,126192069
2,3,Lady Gaga,110258086,-460827,2,124637761
3,4,Billie Eilish,98534704,-145606,1,108297865
4,5,Rihanna,93572810,-105715,2,93716556
5,6,Ed Sheeran,91843611,251850,2,94810774
6,7,Coldplay,91450261,175105,4,96459910
7,8,Kendrick Lamar,85083627,-219223,4,112091210
8,9,Bad Bunny,83689157,-184294,3,95350887
9,10,Taylor Swift,82606273,36005,1,116229071
10,11,Justin Bieber,81585279,70617,3,104411890
11,12,Drake,80365242,-65228,3,86591246
12,13,Ariana Grande,79895447,-84226,2,123700287
13,14,David Guetta,78920837,93041,4,80447076
14,15,SZA,77165018,-113428,6,97852020
15,16,Calvin Harris,75273618,19844,13,75465100
16,17,Maroon 5,72672517,-151861,16,75143583
17,18,Dua Lipa,69398576,-19414,3,78673675
18,19,Post Malone,68949370,-148568,3,98466468
19,20,J Balvin,68322480,-79848,20,68617811
20,21,Katy Perry,68159761,-54265,21,68214026
21,22,Eminem,68060628,-96704,5,86389533
22,23,Shakira,67971759,41591,3,82268835
23,24,Sia,66787135,6535,8,93545630
24,25,Sabrina Carpenter,65834338,549470,4,90844193
25,26,Travis Scott,64923307,-115785,6,75557671
26,27,Pitbull,64344328,120659,26,64344328
27,28,Kanye West,61897746,-51670,6,78581428
28,29,Miley Cyrus,61489062,-35979,2,84140935
29,30,Lana Del Rey,59223565,-16991,22,64952989
30,31,Beyoncé,58867498,-98720,6,78122541
31,32,Tate McRae,57560445,269056,26,59945963
32,33,Chris Brown,57031594,81021,25,57031594
33,34,Imagine Dragons,56677647,-49055,18,62801774
34,35,Benson Boone,55560770,32953,31,60310612
35,36,Adele,55227895,-90959,23,62764213
36,37,Daddy Yankee,55203500,-14546,22,58098739
37,38,Arctic Monkeys,54832923,-40443,36,56618863
38,39,Future,54437460,-88784,22,65628348
39,40,KAROL G,54418101,-27742,21,63139763
40,41,Doja Cat,52783996,-154528,5,76357864
41,42,OneRepublic,52431263,-112583,23,64167172
42,43,Marshmello,52325948,55822,11,68947085
43,44,Alex Warren,51776979,127001,44,51776979
44,45,Black Eyed Peas,51501893,178322,45,51501893
45,46,Linkin Park,50976124,71096,29,60369972
46,47,Sam Smith,50562853,-64224,7,73972799
47,48,Khalid,49991759,-53955,28,55253946
48,49,Rauw Alejandro,49604331,44750,34,55799543
49,50,Playboi Carti,49590710,-94130,27,62424456
50,51,Teddy Swims,49459074,118405,44,51616484
51,52,Queen,49454461,-52966,29,64087998
52,53,Halsey,49125875,-108338,48,49612188
53,54,Selena Gomez,48950393,-122141,22,58879269
54,55,The Chainsmokers,48415221,10204,47,50559085
55,56,Lil Wayne,48255011,105017,43,52904090
56,57,Elton John,48135734,-21879,16,72669137
57,58,Hozier,47473368,-82940,32,57616097
58,59,Sean Paul,47449519,16777,59,47449519
59,60,Michael Jackson,47371850,7079,35,55663612
60,61,Harry Styles,47104523,75865,13,66411599
61,62,JENNIE,47043717,-219345,42,51284235
62,63,Nicki Minaj,46951242,-61002,18,65680733
63,64,Camila Cabello,46842536,8143,57,48063760
64,65,Arijit Singh,46408641,44456,57,46408641
65,66,Olivia Rodrigo,45473775,-47100,18,64128148
66,67,Maluma,44904698,43948,56,47177187
67,68,Shawn Mendes,44624004,-53668,45,49285295
68,69,Shreya Ghoshal,44379359,-84883,67,44661204
69,70,One Direction,44330296,-48318,26,61154815
70,71,Justin Timberlake,44192071,147236,57,46918730
71,72,USHER,44187825,33744,47,51216038
72,73,Ozuna,43943413,94373,40,51532028
73,74,Kesha,43937524,167793,58,51088856
74,75,Pritam,43819739,-8944,74,43828683
75,76,Ellie Goulding,43593400,119704,51,45626754
76,77,"Tyler, The Creator",43418129,-103545,43,52930766
77,78,Gracie Abrams,43179120,-129602,43,51497815
78,79,Ne-Yo,42702022,103595,79,42702022
79,80,Peso Pluma,42684766,-5196,27,59429724
80,81,Wiz Khalifa,42511824,-4018,81,42515842
81,82,Metro Boomin,42327879,-89423,17,64728517
82,83,Morgan Wallen,42283163,57454,59,46385773
83,84,21 Savage,42273543,-87632,17,66771445
84,85,ROSÉ,42215338,-269863,17,71124800
85,86,Britney Spears,41775983,19858,48,54776119
86,87,Chappell Roan,41457241,-12559,59,47103266
87,88,Fleetwood Mac,41250171,243879,88,41250171
88,89,Doechii,41065985,-327140,29,60581257
89,90,DJ Snake,40841870,8989,89,40841870
90,91,Don Omar,40554641,52616,88,40797177
91,92,Red Hot Chili Peppers,40520101,20210,81,40520101
92,93,Avicii,40437475,-8699,68,43468577
93,94,The Neighbourhood,40209843,-35677,62,45186994
94,95,sombr,39915691,361015,95,39915691
95,96,Madonna,39869248,71871,50,48192778
96,97,A.R. Rahman,39841537,59234,87,39841537
97,98,Charlie Puth,39447412,155911,58,42603508
98,99,Flo Rida,39367320,112858,97,39367320
99,100,Lola Young,39348087,-15908,63,45503184
100,101,Ty Dolla $ign,39288834,149353,40,52532512
101,102,Tiësto,38904644,-1761,38,53621311
102,103,50 Cent,38892124,-6161,79,40126544
103,104,Myke Towers,38366992,67531,48,47235005
104,105,A$AP Rocky,38335948,-57989,91,38527146
105,106,Farruko,38318374,104190,64,39498431
106,107,Pharrell Williams,38272267,16899,90,38349968
107,108,Kali Uchis,37974216,-84117,49,48511206
108,109,Feid,37765548,-66313,53,46407503
109,110,Fuerza Regida,37728488,-26510,105,37765136
110,111,Charli xcx,37615638,121602,56,46491335
111,112,Nicky Jam,37416921,-15124,110,37547038
112,113,P!nk,37268989,-31207,68,37814655
113,114,Beéle,36872132,70022,114,36872132
114,115,Green Day,36565669,56569,96,36657007
115,116,Frank Ocean,36369321,-52454,96,37385637
116,117,James Arthur,36315790,-60272,69,40276141
117,118,PARTYNEXTDOOR,36167942,-54785,91,38820076
118,119,Ovy On The Drums,36033020,18330,115,36091025
119,120,The Kid LAROI,35712331,129936,50,46982806
120,121,Swae Lee,35658976,-2941,51,47431521
121,122,Empire Of The Sun,35337797,3807,121,35337797
122,123,Radiohead,35335137,38019,123,35335137
123,124,Manuel Turizo,35110752,-24682,66,39587171
124,125,Anuel AA,35051467,16379,83,35286500
125,126,The Police,34801287,243,120,35034511
126,127,ABBA,34683324,42635,105,35949380
127,128,Grupo Frontera,34676107,-47598,64,39234817
128,129,JAY-Z,34599347,-28699,66,38587931
129,130,J. Cole,34536333,-84338,45,48760887
130,131,Diplo,34523460,31292,95,34712763
131,132,Don Toliver,34437121,-77553,85,38943885
132,133,Nirvana,34331465,-24639,122,34382261
133,134,d4vd,34313606,-49608,94,34413029
134,135,Disney,34186095,61981,124,34186095
135,136,The Marías,34074080,-33381,106,36706986
136,137,Anitta,34032117,-68429,99,45678504
137,138,XXXTENTACION,34014627,34209,67,42898057
138,139,Romeo Santos,34004081,-69195,97,37325349
139,140,Cris Mj,33949432,-108301,52,49896640
140,141,Akon,33947689,61348,128,33947689
141,142,Bebe Rexha,33671239,39558,37,49496274
142,143,Guns N' Roses,33619323,57987,132,33619323
143,144,Lorde,33503773,-16333,123,35073097
144,145,Enrique Iglesias,33431766,-13963,141,33596167
145,146,Twenty One Pilots,33378029,-74737,116,35217287
146,147,Anne-Marie,33271633,29755,61,41501481
147,148,Sachin-Jigar,33207966,-12048,125,33519556
148,149,Alicia Keys,33161902,-17786,101,36467650
149,150,The Beatles,33017279,-41476,78,37399629
150,151,Tyla,32700721,-118762,112,34775358
151,152,Daniel Caesar,32691733,-124803,69,44105561
152,153,Tom Odell,32686709,25625,87,38447142
153,154,AC/DC,32212314,-32072,77,40609655
154,155,The Goo Goo Dolls,32190228,90795,155,32190228
155,156,Billy Joel,32130608,-54572,132,32898654
156,157,Macklemore,31928444,-23090,99,36292075
157,158,Ava Max,31834106,71570,85,42954408
158,159,Jason Derulo,31691188,90398,77,39368590
159,160,Gunna,31548088,-12877,65,43236433
160,161,Lil Baby,31517033,-30470,76,41194598
161,162,Neton Vega,31497030,8433,142,32724601
162,163,Mariah Carey,31277208,52011,5,100610625
163,164,Kygo,31204773,-58700,95,37407823
164,165,Jennifer Lopez,31011512,22543,165,31011512
165,166,Snoop Dogg,30765637,-19627,109,34236028
166,167,Gorillaz,30717192,-3567,54,41977704
167,168,Lord Huron,30462458,57795,146,31623501
168,169,Christina Aguilera,30459437,-11725,143,34034008
169,170,Bon Jovi,30404928,6035,143,30883021
170,171,Nelly Furtado,30112790,30494,159,30112790
171,172,Amitabh Bhattacharya,29988937,26244,149,30111225
172,173,Juice WRLD,29566565,-21448,92,39483073
173,174,Vishal-Shekhar,29566293,-83372,160,30115345
174,175,Young Thug,29441063,-38738,97,33656406
175,176,Robin Schulz,29400897,30444,76,34908935
176,177,Mark Ronson,29394524,-145074,131,32768567
177,178,Metallica,29310237,5723,144,29310237
178,179,Major Lazer,29193298,-10397,132,31365666
179,180,JHAYCO,29076052,-70430,88,34794173
180,181,Whitney Houston,29031836,-26936,135,35060772
181,182,Cardi B,28981547,44540,84,36282159
182,183,Udit Narayan,28953847,19208,179,28953847
183,184,Creedence Clearwater Revival,28945412,19718,92,38637577
184,185,Carín León,28917959,-11481,125,32386759
185,186,Cigarettes After Sex,28866799,-55421,142,31412056
186,187,The Script,28723170,-52181,182,29094722
187,188,Demi Lovato,28721397,88795,98,33320815
188,189,Florence + The Machine,28472868,-63798,108,35434529
189,190,benny blanco,28469506,-193663,99,37348214
190,191,Tame Impala,28342582,-30203,162,28762689
191,192,Lil Tecca,28123556,28318,176,28632558
192,193,Gigi Perez,27956136,-79521,156,31772994
193,194,RAYE,27940631,-34630,70,39867399
194,195,Paramore,27901045,47179,185,28104720
195,196,WizTheMc,27889019,-22490,191,28274820
196,197,Childish Gambino,27817820,-46523,151,30712179
197,198,French Montana,27740180,57329,198,27740180
198,199,Danny Ocean,27733505,122268,187,27776733
199,200,bees & honey,27610070,-23895,197,28005458
200,201,Myles Smith,27599734,-114373,170,28960193
201,202,Jelly Roll,27561427,380641,202,27561427
202,203,Tanishk Bagchi,27532029,-87609,165,29015967
203,204,KK,27225210,-44396,195,27459250
204,205,The Rolling Stones,27113508,17925,138,29911374
205,206,FloyyMenor,27108883,-61992,66,42961167
206,207,Bizarrap,27103772,-40162,28,54300662
207,208,Bob Marley & The Wailers,27054856,-16667,170,28137637
208,209,Alan Walker,27051494,-54795,100,33218914
209,210,Miguel,27050509,-106047,80,34144669
210,211,DaBaby,26976788,-5484,103,32070946
211,212,Clean Bandit,26917678,149584,167,29350485
212,213,Atif Aslam,26874870,-37045,212,26930319
213,214,Becky G,26786980,-93413,78,36514621
214,215,Lewis Capaldi,26747471,-31317,66,37776153
215,216,Lily-Rose Depp,26740102,-89847,117,32569522
216,217,Meghan Trainor,26570130,-69517,69,41619008
217,218,Mac Miller,26473960,-12889,173,28673744
218,219,Luke Combs,26464038,-38436,114,34881535
219,220,Kodak Black,26377897,68301,99,33708388
220,221,Quevedo,26337095,30845,71,38182790
221,222,Lost Frequencies,26274601,69593,105,36503461
222,223,Bryan Adams,26255053,24512,222,26255053
223,224,Lil Uzi Vert,26175199,37738,67,39580515
224,225,The Killers,26057543,-36431,178,28483994
225,226,GIVĒON,26053287,-12308,145,30904678
226,227,G-Eazy,26048612,4907,197,26847604
227,228,Oasis,25959010,-96096,130,32783280
228,229,Chencho Corleone,25889375,45293,106,31161386
229,230,Shaboozey,25876034,-93919,110,35811664
230,231,BTS,25851569,31451,63,40741916
231,232,Shankar Mahadevan,25761842,65766,230,25761842
232,233,Jack Harlow,25757593,-42003,29,59210566
233,234,The Cranberries,25599419,-11310,190,27044375
234,235,Bee Gees,25582170,-34188,158,28740653
235,236,Irshad Kamil,25580721,-49433,216,26077963
236,237,Avril Lavigne,25555361,-38526,214,25975556
237,238,Noah Kahan,25415608,-58675,86,37900933
238,239,Arcángel,25414928,10066,112,29918189
239,240,W Sound,25380599,64969,240,25380599
240,241,Phil Collins,25343476,69529,228,25343476
241,242,System Of A Down,25241570,-11326,238,25378414
242,243,Sebastian Yatra,25217002,-43447,137,28235688
243,244,2Pac,25158407,-38581,187,27274115
244,245,ZAYN,25148446,36715,160,28851598
245,246,The Notorious B.I.G.,25130017,-9554,202,25886768
246,247,TOTO,25093012,5383,147,31472214
247,248,Journey,25010642,23515,201,26816449
248,249,HUGEL,24984580,-11813,227,25819238
249,250,Zach Bryan,24975861,-2991,119,34463168
250,251,Outkast,24948290,-28861,203,26630672
251,252,Megan Thee Stallion,24913334,-38473,108,35834865
252,253,Junior H,24798565,47385,141,28903235
253,254,Alok,24762917,23394,123,33578843
254,255,Fall Out Boy,24753262,-44190,129,30377374
255,256,Camilo,24725421,-17569,229,24802954
256,257,AFROJACK,24691901,64920,210,25828416
257,258,"Earth, Wind & Fire",24636464,-1143,198,26595110
258,259,Train,24582113,-46051,171,29211060
259,260,Pink Floyd,24570083,30737,232,24570083
260,261,Big Sean,24566707,151514,166,29499746
261,262,Vance Joy,24528593,104632,117,32405324
262,263,Backstreet Boys,24511179,-13759,205,26680229
263,264,Mithoon,24467696,-74319,251,24828568
264,265,Central Cee,24418243,-28558,78,40321501
265,266,Ravyn Lenae,24416871,267097,266,24416871
266,267,Conan Gray,24339160,3151,167,28549479
267,268,Steve Lacy,24338750,-26821,111,31029345
268,269,Chris Stapleton,24297963,-20174,197,26834473
269,270,Kid Cudi,24291183,-76825,149,29550228
270,271,Shankar-Ehsaan-Loy,24222633,39224,270,24222633
271,272,Shilpa Rao,24199287,-140965,158,28394666
272,273,Tainy,24112364,-48414,91,35233699
273,274,Oscar Maydon,24105274,112504,174,28881483
274,275,Aerosmith,24096756,-9573,201,24283338
275,276,Dr. Dre,24083894,-23724,194,27880888
276,277,Tito Double P,24064000,-5103,219,25021549
277,278,Shenseea,23971045,334283,278,23971045
278,279,Alka Yagnik,23950102,43006,278,23950102
279,280,Daft Punk,23779580,-32974,225,23938960
280,281,Disclosure,23718412,-12608,253,24194511
281,282,Young Miko,23615473,-83111,105,33633855
282,283,Chinmayi,23540669,62515,283,23540669
283,284,Dire Straits,23526036,52627,280,23526036
284,285,Natasha Bedingfield,23518130,-16549,165,28725197
285,286,Nickelback,23442887,16781,263,23442887
286,287,beabadoobee,23423952,-41084,198,26896155
287,288,Omar Courtz,23407129,-83486,143,31088939
288,289,Sech,23402890,-2301,174,23591625
289,290,Swedish House Mafia,23370519,-22903,187,26245665
290,291,Trippie Redd,23340920,29486,137,31720053
291,292,Martin Garrix,23324409,31836,175,23962214
292,293,Himesh Reshammiya,23310006,-12459,209,25666667
293,294,Nelly,23279284,33978,294,23279284
294,295,Daryl Hall & John Oates,23216299,-11456,133,34415282
295,296,Zara Larsson,23168205,67093,162,29026526
296,297,Tory Lanez,23162715,-3986,180,26498835
297,298,a-ha,23160078,30266,180,28104014
298,299,NIKI,23138467,60622,295,23138467
299,300,Burna Boy,23129402,8455,244,24057543
300,301,Luis Fonsi,23044509,27176,214,23290182
301,302,Blessd,23041740,-19842,207,26439074
302,303,Ryan Castro,23005213,20976,171,29371208
303,304,El Alfa,22993325,31879,223,23914135
304,305,Plan B,22989774,31865,293,24657446
305,306,Sunidhi Chauhan,22967914,-101775,259,24115545
306,307,Tyga,22860057,37486,176,25118039
307,308,Tears For Fears,22827691,-29378,238,24307146
308,309,Glass Animals,22800045,-30747,132,28077809
309,310,Sexyy Red,22740128,90424,105,36995746
310,311,Jess Glynne,22717381,183532,222,24974440
311,312,Eagles,22683618,-14582,104,38461042
312,313,T-Pain,22662248,95665,312,22662248
313,314,Mitski,22528811,-32313,71,39387536
314,315,MOLIY,22419087,359298,315,22419087
315,316,Skillibeng,22383892,343324,316,22383892
316,317,Måneskin,22306802,-28497,134,26818201
317,318,Aventura,22225911,-11206,282,22546273
318,319,John Legend,22147435,-23205,107,36598430
319,320,Troye Sivan,22123346,14950,107,32443596
320,321,Sachet-Parampara,21849219,-30199,277,22995318
321,322,Kings of Leon,21789903,12311,241,24493486
322,323,Wisin & Yandel,21785861,-7754,173,23350285
323,324,Summer Walker,21757748,-47639,167,28542051
324,325,Djo,21730682,-8773,63,44239817
325,326,TV Girl,21687828,-10417,255,23816777
326,327,Keane,21680095,-24270,314,21800679
327,328,Maná,21637107,81375,328,21637107
328,329,Yo Yo Honey Singh,21619481,65375,288,22069295
329,330,Timbaland,21606123,-8828,256,21725657
330,331,Alejandro Sanz,21585160,93374,331,21585160
331,332,Rema,21535856,-7030,60,40010586
332,333,Mora,21505521,127045,151,27760085
333,334,Alemán,21466878,41403,268,23547346
334,335,DJ Khaled,21449970,-23138,124,29389696
335,336,Mc Livinho,21311589,6598,336,21311589
336,337,Dei V,21308869,-70151,155,29780833
337,338,ROSALÍA,21298014,-45575,47,46715627
338,339,Anirudh Ravichander,21255930,-50676,114,31302762
339,340,Calum Scott,21238086,9063,131,28676261
340,341,ATLXS,21196961,78008,341,21196961
341,342,CYRIL,21191497,43323,227,25127423
342,343,Panic! At The Disco,21161383,18489,165,27310489
343,344,Shaggy,21140453,36996,328,21140453
344,345,Bastille,21125144,-26964,183,26610747
345,346,Felix Jaehn,21125142,21264,194,24535929
346,347,Ray Dalton,21118719,-39822,277,22437225
347,348,Lauv,21110802,70754,257,22804645
348,349,Imogen Heap,21099767,-29685,312,21646490
349,350,BigXthaPlug,21038085,134869,342,21038085
350,351,Gwen Stefani,20971568,-63385,131,35714924
351,352,Gabito Ballesteros,20943982,-24564,237,24111439
352,353,The Lumineers,20943578,-64870,165,28855344
353,354,Sonu Nigam,20940028,8142,281,22741063
354,355,LISA,20902297,-188888,191,26847435
355,356,F1 The Album,20899540,451989,356,20899540
356,357,Parampara Tandon,20850622,-14882,305,22085073
357,358,Sachet Tandon,20841046,-28493,355,20869539
358,359,Yandel,20826731,40222,126,27875326
359,360,Evanescence,20768284,1834,349,20768284
360,361,Kehlani,20736887,-17846,332,21415741
361,362,Jessie J,20689593,-70691,304,23379270
362,363,Natanael Cano,20689117,-18857,159,28962500
363,364,Javed Ali,20683611,1919,295,22107274
364,365,Bryson Tiller,20644812,42827,169,28259185
365,366,Badshah,20636956,15307,273,23042104
366,367,Mohit Chauhan,20610059,-97855,267,23208636
367,368,Topic,20562619,13000,343,20670001
368,369,Gabry Ponte,20516784,-4142,350,20812009
369,370,Mac DeMarco,20511969,-2814,318,20710634
370,371,Zion & Lennox,20507262,101986,230,22169487
371,372,Led Zeppelin,20489301,-14742,294,20601112
372,373,The Offspring,20476772,-23670,309,21326758
373,374,U2,20444692,7556,233,23044157
374,375,Chase Atlantic,20410683,-33374,263,23118141
375,376,Sean Kingston,20393350,20965,376,20393350
376,377,Vishal Mishra,20355364,-93885,227,24121173
377,378,Dominic Fike,20294770,-58195,193,26663756
378,379,Marc Anthony,20293839,62454,379,20293839
379,380,Elvis Presley,20220187,-16467,57,52355319
380,381,Macklemore & Ryan Lewis,20197536,-63690,190,25456801
381,382,Christian Nodal,20137717,-7149,220,24683573
382,383,Alphaville,20136243,-5360,271,22723241
383,384,Silent Addy,20127139,377207,384,20127139
384,385,Bruce Springsteen,20113757,14121,107,38727164
385,386,Luis R Conriquez,20107297,44308,284,22621146
386,387,Manoj Muntashir,20074937,-73902,348,20781489
387,388,Brent Faiyaz,19946652,-11676,192,25902758
388,389,yung kai,19898055,-23137,324,20931396
389,390,Labrinth,19875777,-81326,67,36829106
390,391,R.E.M.,19845809,10972,332,20021810
391,392,De La Soul,19725087,-3044,390,19814137
392,393,Diljit Dosanjh,19719235,-64036,247,23839106
393,394,TINI,19673147,-52554,290,26064686
394,395,Arcane,19637548,-36490,132,33507367
395,396,Stevie Wonder,19635182,-14856,114,34912997
396,397,Kelly Clarkson,19596208,-40325,29,64847712
397,398,Foo Fighters,19549753,-6330,231,23378244
398,399,Anderson .Paak,19511398,41331,197,23668985
399,400,Kausar Munir,19478271,-9030,311,21771072
400,401,MGMT,19397457,-87795,394,19657512
401,402,Lil Nas X,19347141,-39481,61,37597256
402,403,Disturbed,19329204,2263,286,22402786
403,404,Amit Trivedi,19320211,-21631,363,19965129
404,405,Migos,19318178,-11947,296,20299307
405,406,Lil Durk,19309893,-28829,92,34773282
406,407,Marvin Gaye,19215176,-34784,243,22903088
407,408,Skrillex,19199798,-24695,175,23635431
408,409,Fourtwnty,19156171,29748,409,19156171
409,410,5 Seconds of Summer,19151139,-41786,205,25934585
410,411,Amy Winehouse,18990394,-41205,279,22846644
411,412,Maria Becerra,18987071,-19691,159,26919900
412,413,Clairo,18986366,27803,337,20395711
413,414,Vishal Dadlani,18896787,-49120,307,19432607
414,415,Cyndi Lauper,18878312,-3603,214,25807659
415,416,Daya,18869046,30495,340,20492260
416,417,Limp Bizkit,18811257,-24741,405,18956350
417,418,De La Ghetto,18805448,1359,238,21703557
418,419,Nicki Nicole,18716869,-5545,173,27818511
419,420,Lynyrd Skynyrd,18710819,6711,389,18736314
420,421,JID,18702751,-58055,100,34163239
421,422,GIMS,18691008,16041,417,18735544
422,423,GloRilla,18686182,-27362,166,28822517
423,424,Joji,18662640,-13071,116,29284554
424,425,Reik,18602103,-40566,253,22018792
425,426,Neeti Mohan,18585418,1318,389,18895948
426,427,Foreigner,18502424,82537,396,18502424
427,428,Stephen Sanchez,18501293,-17890,82,34322910
428,429,Paulo Londra,18481636,77213,401,18481636
429,430,Tulsi Kumar,18470026,-67464,346,20616552
430,431,The Smiths,18457727,68122,431,18457727
431,432,Rels B,18438735,-48549,239,24237621
432,433,George Michael,18420427,22619,139,31867957
433,434,Foster The People,18406178,-28104,313,22182297
434,435,Sade,18401306,29101,420,18404574
435,436,Alessia Cara,18363267,12397,227,25204710
436,437,Ruth B.,18358827,-60977,224,23065545
437,438,DFZM,18349416,-7032,359,20390668
438,439,Alejandro Fernández,18269567,-37942,404,18505932
439,440,League of Legends,18219351,-30205,226,26494221
440,441,Ariis,18212087,157483,441,18212087
441,442,Ayra Starr,18175706,-30907,134,32190133
442,443,Duki,18169954,-23476,162,26492455
443,444,mgk,18167907,179788,409,18167907
444,445,De La Rose,18140981,-2458,385,19272035
445,446,The Fray,18129477,53932,416,18129477
446,447,Mc Gw,18104746,-30797,238,24214206
447,448,Carly Rae Jepsen,18068858,-1635,317,18869973
448,449,blink-182,18068299,-28428,268,22103116
449,450,Yorghaki,18065036,65552,450,18065036
450,451,Kumaar,18024668,-66703,316,18569635
451,452,Jubin Nautiyal,18018793,-19561,241,22249499
452,453,Jaani,18016362,-23577,319,21270757
453,454,Grupo Firme,17922316,-48802,257,22421731
454,455,Artemas,17885574,-9992,43,53546898
455,456,Rahat Fateh Ali Khan,17865968,-9637,409,18354980
456,457,Juanes,17849840,-58052,332,19298882
457,458,NLE Choppa,17823493,-9677,181,24991591
458,459,Céline Dion,17815122,-8733,105,38976847
459,460,FISHER,17806081,-7414,382,19632720
460,461,Coolio,17800973,-45099,367,19724313
461,462,Adam Port,17772759,63103,241,24739687
462,463,Dido,17763701,-15265,307,21688560
463,464,Rex Orange County,17763267,59015,336,17763267
464,465,Jonas Brothers,17734238,-8004,119,34608604
465,466,Dean Lewis,17696204,27536,266,19801720
466,467,Alesso,17685834,-28074,259,21319973
467,468,Roxette,17681514,37451,468,17681514
468,469,Lenny Tavárez,17652698,58682,278,22544589
469,470,Muse,17645582,34980,470,17645582
470,471,Jeremih,17639049,9457,443,17685823
471,472,Jasleen Royal,17638029,-22331,298,19937199
472,473,Anu Malik,17580641,19566,435,17680303
473,474,Rochak Kohli,17555244,-51461,452,18078217
474,475,Jason Mraz,17552718,47522,282,21336382
475,476,Gotye,17547147,-57687,367,18956932
476,477,Amaal Mallik,17542671,-88679,390,19443427
477,478,Kapo,17528485,15594,271,22915853
478,479,Bob Sinclar,17451450,51553,436,17742161
479,480,John Mayer,17416184,-67751,327,19806976
480,481,PinkPantheress,17401783,-56496,60,39844680
481,482,My Chemical Romance,17373430,51917,389,19625163
482,483,Little Mix,17349593,-37432,287,19963380
483,484,Alleh,17313136,46653,454,17542747
484,485,Pop Smoke,17305047,-22454,162,25280553
485,486,The Cure,17275824,-16922,354,19787965
486,487,Laufey,17270671,10816,89,43026697
487,488,Roddy Ricch,17268142,53360,205,23016594
488,489,Sajid-Wajid,17257705,45177,487,17257705
489,490,Ice Cube,17190883,-17895,325,18290286
490,491,Elley Duhé,17181629,-33910,150,25586962
491,492,Cage The Elephant,17136030,-15213,401,18343382
492,493,Lil Peep,17106946,-13742,337,21168577
493,494,Nile Rodgers,17106809,-27540,209,25999504
494,495,Lil Yachty,17074418,4455,315,20524026
495,496,Prince Royce,17071215,11033,339,18754885
496,497,YoungBoy Never Broke Again,17057792,22231,288,19051130
497,498,Gesaffelstein,17056250,-55936,273,19186476
498,499,Jonas Blue,17028693,9412,226,22821691
499,500,Clementine Douglas,16992332,40438,493,17143788
500,501,Eladio Carrion,16972807,-64315,156,26738598
501,502,Zedd,16972521,-14268,317,17644574
502,503,Santana,16965082,27788,344,16965082
503,504,Carlos Vives,16957118,23131,375,18576958
504,505,Los Ángeles Azules,16934219,-41094,374,19765045
505,506,Banda MS de Sergio Lizárraga,16914349,-358,393,18371806
506,507,Bryant Myers,16890498,-18749,341,18758660
507,508,The 1975,16834587,-18083,341,16968110
508,509,Madhubanti Bagchi,16787866,25374,418,18065371
509,510,JVKE,16777933,-23570,110,31684143
510,511,Ricky Martin,16776178,28197,365,16776178
511,512,PNAU,16752036,-25555,220,22323897
512,513,Jessie Murph,16741758,68852,513,16741758
513,514,Stromae,16692787,-40144,249,25659827
514,515,Xavi,16677202,-46628,129,31501727
515,516,Frank Sinatra,16635764,-23794,33,61802582
516,517,Ben E. King,16608335,34946,517,16608335
517,518,Justin Quiles,16590060,34834,223,21581896
518,519,Lata Mangeshkar,16577253,35035,519,16577253
519,520,Kunaal Vermaa,16575717,-26044,419,18269527
520,521,Keinemusik,16558103,55947,233,25010459
521,522,MXZI,16556947,-2257,519,16559204
522,523,Mike Posner,16502613,-10968,400,17945456
523,524,Julión Álvarez y su Norteño Banda,16489335,-11290,397,18790693
524,525,B.o.B,16482086,-1944,312,21112481
525,526,Jombriel,16477334,-328,395,19174216
526,527,Henrique & Juliano,16469635,-10937,461,18043242
527,528,Lukas Graham,16468094,-67756,407,18243782
528,529,Bailey Zimmerman,16467021,42037,516,16592812
529,530,Jung Kook,16449513,-8640,61,40791781
530,531,Karan Aujla,16402968,39160,349,19861429
531,532,Kimbra,16398460,-58286,419,17862679
532,533,Tommy Richman,16395576,-30750,47,50755802
533,534,Luis Miguel,16390223,73924,309,21870866
534,535,Three Days Grace,16382550,1817,535,16386299
535,536,Anuv Jain,16374176,18930,504,16374176
536,537,Polo G,16370144,-40174,170,24908452
537,538,Dolly Parton,16365227,-32390,245,26134547
538,539,Bill Withers,16333383,-61328,219,25445001
539,540,Tems,16307026,-6050,351,20045383
540,541,Armin van Buuren,16295395,9483,440,16690011
541,542,Julia Michaels,16292605,4982,309,20387752
542,543,Hotel Ugly,16290048,-19384,256,23321907
543,544,Baby Keem,16279396,-48342,237,23094570
544,545,Scythermane,16272590,-23648,531,16415115
545,546,Weezer,16230626,4054,440,17152581
546,547,David Bowie,16212959,28460,317,20160489
547,548,Shubh,16192072,65661,548,16192072
548,549,Bon Iver,16141756,-14168,287,21981333
549,550,KISS,16139464,-13089,475,16152553
550,551,Thomas Rhett,16127368,-22446,520,16346595
551,552,Asees Kaur,16064025,-84790,420,17605775
552,553,Milky Chance,16033205,-154,417,16426763
553,554,Lin-Manuel Miranda,16025682,99366,461,16968839
554,555,Devi Sri Prasad,16008601,9524,350,20167765
555,556,Noah Cyrus,15992711,-39924,339,20615213
556,557,Darell,15985128,94393,238,22214709
557,558,Kacey Musgraves,15960360,-48783,182,27365334
558,559,B Praak,15893247,-12184,366,19588169
